13.16.0.0/14 33
13.20.0.0/14 33
14.8.0.0/13 48
14.32.0.0/13 43
14.40.0.0/13 43
14.48.0.0/13 43
14.48.1.192/27 43
14.48.11.128/27 43
14.50.41.0/24 43
14.50.42.0/24 43
14.50.43.0/24 43
14.50.44.0/24 43
14.50.45.0/24 43
14.50.46.0/24 43
14.51.128.0/19 43
14.51.160.0/21 43
14.51.168.0/22 43
14.51.172.0/24 43
14.51.173.0/24 43
14.51.174.0/23 43
14.51.176.0/24 43
14.51.177.0/24 43
14.51.178.0/24 43
14.51.179.0/24 43
14.51.180.0/22 43
14.51.184.0/21 43
14.51.192.0/21 43
14.51.200.0/22 43
14.51.204.0/24 43
14.51.205.0/24 43
14.51.206.0/24 43
14.51.211.0/24 43
14.51.212.0/22 43
14.51.216.0/22 43
14.51.220.0/24 43
14.51.221.0/24 43
14.51.222.0/24 43
14.54.47.0/24 43
14.54.48.0/20 43
14.54.64.0/21 43
14.54.72.0/22 43
14.54.76.0/24 43
14.54.77.0/24 43
14.54.78.0/23 43
14.54.80.0/21 43
14.54.88.0/23 43
14.56.0.0/13 43
14.64.0.0/12 43
14.80.0.0/12 43
14.101.0.0/16 48
14.206.0.0/16 43
15.143.96.0/23 7
17.255.232.0/24 7
17.255.240.0/22 4
17.255.240.0/23 4
20.27.254.0/24 3
20.132.165.0/24 3
20.137.0.0/16 3
20.138.0.0/16 3
20.139.0.0/16 3
23.0.250.0/23 10
23.1.40.0/22 10
23.1.64.0/20 10
23.15.0.0/24 9
24.0.0.0/12 30
24.16.0.0/13 30
24.30.0.0/17 30
24.32.67.0/24 10
24.32.72.0/24 4
24.32.74.0/23 4
24.32.76.0/22 1
24.32.82.0/23 4
24.32.111.0/24 4
24.32.112.0/24 4
24.32.114.0/24 4
24.32.115.0/24 4
24.32.121.0/24 4
24.32.122.0/24 4
24.32.123.0/24 4
24.32.124.0/22 4
24.32.124.0/23 4
24.32.134.0/24 1
24.32.136.0/23 4
24.32.138.0/23 10
24.32.140.0/23 4
24.32.142.0/24 4
24.32.143.0/24 4
24.32.147.0/24 4
24.32.148.0/23 4
24.32.150.0/24 4
24.32.164.0/24 7
24.32.165.0/24 1
24.32.178.0/24 1
24.32.179.0/24 4
24.32.184.0/24 10
24.32.187.0/24 4
24.32.194.0/24 4
24.32.195.0/24 4
24.32.198.0/23 4
24.32.206.0/24 4
24.32.207.0/24 4
24.32.216.0/24 10
24.32.217.0/24 4
24.32.219.0/24 4
24.32.221.0/24 4
24.32.247.0/24 10
24.32.248.0/24 4
24.32.253.0/24 4
24.32.255.0/24 4
24.34.0.0/16 30
24.40.0.0/18 30
24.40.64.0/20 30
24.48.141.0/24 3
24.48.144.0/23 3
24.48.152.0/24 4
24.48.153.0/24 4
24.48.154.0/24 4
24.49.108.0/22 1
24.51.56.0/22 10
24.51.60.0/23 10
24.51.208.0/20 16
24.52.4.0/22 10
24.52.8.0/22 10
24.52.20.0/23 10
24.52.34.0/23 10
24.54.130.0/23 1
24.56.0.0/18 23
24.56.96.0/20 1
24.56.100.0/24 1
24.56.102.0/24 1
24.56.170.0/23 10
24.56.178.0/23 1
24.56.180.0/23 10
24.56.182.0/24 4
24.56.183.0/24 4
24.56.188.0/23 10
24.60.0.0/14 30
24.64.0.0/13 11
24.64.0.0/16 11
24.65.0.0/16 11
24.66.0.0/16 11
24.67.0.0/16 11
24.68.0.0/15 11
24.70.0.0/15 11
24.71.223.0/24 11
24.72.154.0/23 10
24.72.171.0/24 4
24.72.172.0/24 4
24.75.0.0/18 1
24.75.0.0/20 1
24.75.3.0/24 1
24.75.13.0/24 1
24.75.16.0/20 1
24.75.21.0/24 1
24.75.24.0/23 1
24.75.32.0/20 1
24.75.40.0/24 1
24.75.44.0/22 1
24.75.48.0/20 1
24.75.48.0/22 1
24.75.64.0/19 1
24.75.64.0/20 1
24.75.76.0/23 1
24.75.80.0/20 1
24.75.80.0/24 1
24.75.89.0/24 1
24.75.96.0/20 1
24.75.104.0/21 1
24.75.128.0/20 1
24.75.128.0/21 1
24.75.135.0/24 1
24.75.136.0/21 1
24.75.137.0/24 1
24.76.0.0/14 11
24.76.0.0/15 11
24.78.0.0/15 11
24.80.0.0/13 11
24.83.0.0/19 11
24.86.32.0/19 11
24.86.64.0/19 11
24.89.32.0/21 8
24.89.52.0/22 8
24.89.56.0/21 8
24.91.0.0/16 30
24.98.0.0/15 30
24.100.22.0/23 4
24.100.116.0/23 4
24.104.32.0/19 30
24.104.64.0/20 30
24.104.112.0/20 30
24.104.128.0/19 30
24.108.0.0/15 11
24.108.0.0/16 11
24.109.0.0/16 11
24.112.96.0/20 8
24.112.112.0/20 8
24.118.0.0/16 30
24.124.128.0/17 30
24.125.0.0/16 30
24.126.0.0/15 30
24.128.0.0/16 30
24.129.0.0/17 30
24.129.192.0/19 30
24.130.0.0/15 30
24.142.73.0/24 23
24.142.76.0/24 23
24.143.0.0/24 4
24.143.1.0/24 4
24.143.2.0/24 4
24.143.3.0/24 4
24.143.4.0/24 4
24.143.5.0/24 4
24.143.6.0/24 4
24.143.7.0/24 4
24.143.12.0/24 8
24.143.13.0/24 8
24.143.15.0/24 8
24.143.20.0/24 8
24.143.21.0/24 8
24.143.23.0/24 8
24.143.26.0/23 4
24.143.28.0/24 4
24.143.82.0/24 10
24.143.83.0/24 10
24.143.112.0/23 4
24.143.116.0/24 10
24.143.117.0/24 10
24.147.0.0/16 30
24.153.64.0/19 30
24.178.57.0/24 4
24.206.128.0/24 4
24.206.136.0/24 4
24.206.137.0/24 4
24.206.164.0/24 10
24.206.165.0/24 4
24.206.168.0/24 4
24.206.169.0/24 4
24.206.192.0/20 4
24.206.192.0/24 4
24.206.193.0/24 1
24.206.195.0/24 4
24.206.197.0/24 1
24.206.199.0/24 4
24.206.200.0/24 4
24.206.201.0/24 4
24.206.202.0/24 4
24.206.203.0/24 4
24.216.0.0/16 7
24.216.1.0/24 7
24.218.0.0/16 30
24.219.0.0/21 12
24.219.16.0/20 12
24.219.32.0/21 12
24.219.40.0/21 12
24.219.48.0/20 12
24.219.64.0/20 12
24.219.96.0/20 12
24.219.112.0/20 12
24.219.128.0/20 12
24.219.144.0/20 12
24.219.160.0/20 12
24.219.176.0/20 12
24.219.192.0/19 12
24.219.224.0/20 12
24.219.235.0/24 12
24.223.110.0/23 7
24.223.120.0/23 10
24.224.39.0/24 23
24.224.45.0/24 32
24.224.54.0/24 23
24.233.168.0/21 16
24.233.202.0/23 4
24.233.234.0/23 4
24.235.0.0/19 32
24.236.0.0/19 8
24.238.0.0/24 2
24.238.2.0/24 2
24.238.12.0/24 2
24.238.13.0/24 2
24.238.14.0/23 2
24.238.98.0/23 2
24.238.100.0/22 2
24.238.104.0/22 2
24.238.110.0/23 2
24.238.112.0/23 2
24.238.114.0/23 2
24.240.0.0/15 7
24.241.24.0/22 4
24.244.0.0/18 11
24.244.0.0/21 11
24.244.8.0/21 11
24.245.0.0/18 30
24.245.240.0/20 4
24.246.151.0/24 8
24.246.152.0/23 8
24.248.0.0/13 23
24.248.8.0/24 23
24.248.9.0/24 23
24.248.12.0/22 23
24.248.32.0/22 23
24.248.40.0/23 23
24.248.42.0/23 23
24.248.44.0/24 23
24.248.45.0/24 23
24.248.46.0/23 23
24.248.48.0/22 23
24.248.56.0/22 23
24.248.64.0/22 23
24.248.68.0/22 23
24.248.92.0/22 23
24.248.93.0/24 23
24.248.96.0/23 23
24.248.108.0/22 23
24.248.116.0/22 23
24.248.144.0/20 23
24.248.157.0/24 23
24.248.160.0/22 23
24.248.167.0/24 23
24.248.168.0/22 23
24.248.172.0/22 23
24.248.192.0/19 23
24.248.224.0/21 23
24.248.240.0/20 23
24.248.241.0/24 23
24.248.245.0/24 23
24.248.248.0/24 23
24.248.249.0/24 23
24.248.252.0/24 23
24.249.0.0/21 23
24.249.8.0/21 23
24.249.16.0/22 23
24.249.22.0/23 23
24.249.24.0/21 23
24.249.32.0/24 23
24.249.34.0/23 23
24.249.44.0/22 23
24.249.48.0/20 23
24.249.72.0/22 23
24.249.76.0/22 23
24.249.88.0/21 23
24.249.96.0/21 23
24.249.104.0/21 23
24.249.112.0/21 23
24.249.120.0/21 23
24.249.128.0/21 23
24.249.136.0/23 23
24.249.140.0/22 23
24.249.152.0/22 23
24.249.156.0/22 23
24.249.192.0/22 23
24.249.200.0/21 23
24.249.224.0/20 23
24.249.229.0/24 23
24.249.230.0/24 23
24.249.231.0/24 23
24.249.232.0/24 23
24.249.233.0/24 23
24.249.234.0/24 23
24.249.235.0/24 23
24.249.236.0/24 23
24.249.240.0/21 23
24.249.248.0/23 23
24.249.250.0/23 23
24.250.0.0/18 23
24.250.64.0/20 23
24.250.96.0/19 23
24.252.0.0/18 23
24.252.64.0/18 23
24.252.128.0/20 23
24.252.144.0/20 23
24.252.192.0/20 23
24.252.240.0/20 23
24.253.128.0/19 23
24.253.192.0/18 23
24.254.0.0/19 23
24.254.32.0/19 23
24.254.80.0/21 23
24.254.88.0/22 23
24.254.92.0/22 23
24.254.112.0/20 23
24.254.128.0/18 23
24.254.192.0/18 23
24.255.80.0/20 23
24.255.96.0/19 23
24.255.128.0/17 23
27.0.8.0/22 17
27.50.32.0/21 35
27.80.0.0/16 48
27.81.0.0/16 48
27.82.0.0/16 48
27.83.0.0/16 48
27.84.0.0/16 48
27.85.0.0/16 48
27.86.0.0/16 48
27.87.0.0/16 48
27.88.0.0/16 48
27.89.0.0/16 48
27.90.0.0/16 48
27.91.0.0/16 48
27.110.64.0/21 9
27.255.64.0/19 49
27.255.78.0/23 43
27.255.80.0/23 43
32.96.0.0/13 4
36.8.0.0/13 48
38.0.0.0/8 2
38.98.94.0/24 2
38.108.197.0/24 7
38.115.0.0/24 10
40.250.56.0/24 49
40.252.48.0/24 40
40.252.72.0/24 15
40.254.0.0/24 4
41.86.160.0/19 26
41.206.160.0/20 18
41.206.176.0/21 18
41.206.184.0/23 18
41.206.188.0/23 18
41.223.116.0/24 17
41.223.180.0/24 18
41.223.181.0/24 18
41.223.182.0/24 18
41.223.183.0/24 18
41.223.189.0/24 18
46.16.168.0/22 13
46.16.200.0/24 26
46.16.216.0/22 15
46.16.220.0/22 15
46.17.32.0/21 8
46.18.32.0/21 40
46.19.48.0/21 26
46.19.232.0/23 26
46.21.240.0/20 25
46.29.240.0/21 50
46.30.48.0/21 3
46.31.232.0/21 3
46.31.248.0/23 26
46.33.64.0/19 13
46.35.96.0/19 26
46.61.128.0/17 25
46.61.131.0/24 25
46.61.140.0/24 25
46.61.146.0/24 25
46.61.150.0/24 25
46.78.0.0/15 15
46.80.0.0/12 15
46.144.0.0/15 50
46.144.0.0/16 50
46.145.0.0/16 50
46.164.128.0/18 42
46.182.56.0/21 10
46.182.89.0/24 26
46.182.90.0/23 26
46.182.92.0/22 26
46.183.40.0/24 15
46.183.41.0/24 15
46.227.0.0/22 26
47.148.31.0/24 12
47.148.65.0/24 12
49.132.0.0/14 48
49.143.232.0/22 10
49.246.224.0/24 28
49.246.225.0/24 28
49.247.224.0/19 43
49.254.0.0/16 43
50.58.0.0/15 12
50.72.0.0/16 11
50.72.32.0/19 11
55.191.7.0/24 7
56.0.96.0/19 4
56.0.128.0/18 4
56.0.160.0/19 4
56.0.192.0/19 4
58.68.178.0/24 28
58.72.0.0/13 49
58.140.0.0/14 49
58.148.0.0/14 49
58.184.140.0/24 49
59.0.0.0/11 43
59.0.0.0/12 43
59.0.0.0/13 43
59.0.54.0/24 43
59.0.55.0/25 43
59.0.170.0/24 43
59.0.171.0/24 43
59.0.172.0/24 43
59.0.173.0/24 43
59.0.174.0/24 43
59.0.175.0/24 43
59.0.176.0/24 43
59.0.177.0/24 43
59.4.89.0/24 43
59.4.90.0/24 43
59.4.91.0/24 43
59.4.92.0/24 43
59.4.93.0/24 43
59.4.94.0/24 43
59.4.95.0/24 43
59.4.96.0/24 43
59.4.97.0/24 43
59.4.98.0/24 43
59.4.101.0/24 43
59.4.118.0/24 43
59.8.0.0/13 43
59.8.186.0/24 43
59.8.187.0/24 43
59.8.188.0/24 43
59.8.189.0/24 43
59.8.190.0/24 43
59.11.56.0/23 43
59.11.69.0/24 43
59.11.159.0/24 43
59.11.228.0/24 43
59.11.229.0/24 43
59.12.5.0/25 43
59.12.136.0/23 43
59.12.138.0/23 43
59.12.140.0/24 43
59.12.188.0/24 43
59.12.190.0/25 43
59.12.190.0/27 43
59.13.19.0/24 43
59.13.50.0/23 43
59.13.159.0/24 43
59.16.0.0/12 43
59.16.0.0/13 43
59.16.50.0/24 43
59.18.64.0/19 43
59.18.96.0/19 43
59.18.128.0/25 43
59.24.0.0/13 43
59.24.119.0/24 43
59.25.64.0/23 43
59.25.66.0/24 43
59.25.67.0/25 43
59.25.67.128/25 43
59.25.68.0/24 43
59.25.104.0/24 43
59.25.113.0/27 43
59.26.236.0/26 43
59.27.96.0/24 43
59.27.97.0/24 43
59.27.98.0/24 43
59.27.225.0/25 43
59.28.32.0/23 43
59.28.34.0/24 43
59.31.34.192/27 43
59.31.35.0/24 43
59.31.142.0/24 43
59.31.143.0/24 43
59.31.144.0/24 43
59.31.145.0/24 43
59.86.165.0/24 18
59.128.0.0/18 48
59.128.64.0/19 48
59.128.96.0/19 48
59.128.128.0/17 48
59.129.0.0/16 48
59.130.0.0/16 48
59.131.0.0/16 48
59.132.0.0/16 48
59.133.0.0/16 48
59.134.0.0/16 48
59.135.0.0/16 48
59.136.0.0/16 48
59.137.0.0/17 48
59.137.128.0/17 48
59.138.0.0/16 48
59.139.0.0/16 48
59.140.0.0/16 48
59.141.0.0/16 48
59.142.0.0/16 48
59.143.0.0/16 48
59.151.136.0/22 9
59.151.148.0/22 9
59.151.164.0/22 9
59.151.172.0/22 43
59.186.0.0/15 49
59.186.164.0/24 18
60.196.0.0/15 49
60.196.12.0/24 49
60.254.146.0/23 43
60.254.153.0/24 9
61.5.160.0/19 49
61.8.32.0/20 28
61.8.60.0/24 28
61.14.128.0/18 28
61.14.166.0/24 28
61.28.201.0/24 18
61.28.217.0/24 2
61.28.218.0/24 2
61.32.0.0/13 49
61.36.233.0/24 43
61.36.234.0/24 43
61.36.235.0/24 43
61.36.236.0/24 43
61.40.0.0/14 49
61.58.32.0/20 9
61.72.0.0/13 43
61.72.178.0/23 43
61.72.180.0/22 43
61.74.44.0/22 43
61.77.180.0/23 43
61.78.37.0/24 43
61.78.108.0/22 43
61.78.112.0/24 43
61.78.113.0/24 43
61.78.114.0/24 43
61.78.115.0/24 43
61.78.117.0/24 43
61.79.113.0/26 43
61.79.231.0/25 43
61.80.0.0/14 43
61.80.34.0/24 43
61.80.49.0/24 43
61.80.132.0/24 43
61.80.133.0/24 43
61.81.46.128/26 43
61.81.123.192/26 43
61.81.224.0/19 43
61.82.91.0/24 43
61.83.107.0/24 43
61.83.108.0/24 43
61.83.109.0/24 43
61.83.110.0/24 43
61.83.111.0/24 43
61.83.112.0/24 43
61.83.113.0/24 43
61.83.114.0/24 43
61.83.115.0/24 43
61.83.116.0/24 43
61.83.128.0/24 43
61.83.129.0/24 43
61.83.130.0/24 43
61.83.131.0/24 43
61.83.233.0/24 43
61.84.0.0/15 43
61.85.24.0/22 43
61.97.240.0/20 49
61.101.244.0/22 49
61.110.192.0/20 43
61.110.208.0/21 49
61.111.0.0/18 49
61.111.3.0/24 49
61.114.112.0/20 9
61.117.0.0/17 48
61.120.0.0/17 48
61.120.144.0/20 9
61.198.128.0/17 48
61.200.80.0/20 9
61.200.90.0/23 9
61.200.128.0/17 48
61.202.0.0/17 48
61.204.0.0/17 48
61.213.144.0/20 9
61.213.160.0/19 9
61.251.96.0/20 9
61.251.112.0/23 49
61.252.76.0/22 49
62.3.2.0/24 2
62.4.75.0/24 14
62.4.85.0/24 14
62.4.86.0/24 14
62.4.91.0/24 14
62.4.95.0/24 14
62.5.128.0/17 41
62.9.0.0/16 33
62.12.0.0/19 50
62.12.0.0/20 50
62.12.16.0/20 50
62.17.0.0/16 33
62.21.128.0/17 50
62.21.128.0/18 50
62.21.192.0/18 50
62.22.0.0/16 33
62.23.0.0/16 40
62.25.0.0/18 50
62.25.0.0/19 50
62.25.32.0/19 50
62.33.0.0/16 27
62.33.207.0/24 27
62.40.64.0/19 33
62.41.0.0/16 50
62.41.0.0/17 50
62.41.10.0/24 50
62.41.76.0/24 50
62.41.128.0/17 50
62.50.0.0/19 26
62.50.32.0/19 26
62.50.64.0/19 26
62.50.128.0/19 26
62.61.64.0/18 33
62.67.0.0/16 1
62.70.0.0/16 33
62.72.96.0/19 40
62.73.160.0/19 9
62.84.192.0/19 40
62.85.160.0/19 40
62.93.194.0/24 14
62.93.236.0/24 14
62.96.0.0/16 40
62.97.64.0/18 40
62.105.128.0/19 29
62.115.0.0/16 5
62.118.0.0/16 41
62.122.80.0/21 15
62.124.0.0/17 33
62.124.128.0/18 33
62.124.192.0/18 33
62.125.0.0/16 33
62.126.0.0/19 33
62.126.32.0/19 33
62.126.64.0/18 33
62.126.160.0/21 33
62.126.224.0/20 33
62.126.240.0/20 33
62.132.0.0/16 50
62.132.0.0/17 50
62.132.128.0/17 50
62.140.0.0/19 1
62.141.64.0/18 29
62.141.82.192/26 29
62.141.112.0/20 29
62.152.96.0/19 40
62.153.0.0/16 15
62.154.0.0/15 15
62.156.0.0/14 15
62.176.32.0/19 33
62.182.250.0/24 40
62.188.0.0/16 33
62.189.0.0/16 33
62.190.0.0/16 33
62.191.0.0/16 33
62.192.0.0/19 40
62.205.32.0/19 33
62.208.0.0/16 19
62.208.144.0/20 19
62.216.128.0/19 34
62.221.0.0/19 19
62.224.0.0/14 15
62.231.0.0/19 29
62.240.128.0/19 26
62.241.184.0/22 33
62.241.188.0/22 33
62.247.0.0/16 33
62.249.0.0/19 33
63.0.0.0/12 7
63.16.0.0/12 7
63.32.0.0/12 7
63.48.0.0/12 7
63.64.0.0/12 7
63.74.5.0/24 4
63.80.0.0/12 7
63.83.114.0/24 7
63.87.217.0/24 4
63.88.161.0/24 4
63.96.0.0/12 7
63.110.16.0/24 7
63.110.173.0/24 7
63.112.0.0/12 7
63.114.228.0/23 7
63.115.190.0/24 10
63.119.173.0/24 8
63.126.250.0/24 16
63.128.0.0/15 37
63.130.0.0/16 19
63.130.128.0/17 19
63.130.128.0/20 19
63.130.144.0/20 19
63.134.0.0/17 8
63.135.164.0/24 1
63.136.0.0/18 37
63.136.64.0/19 37
63.136.96.0/20 37
63.136.120.0/21 37
63.136.128.0/17 37
63.137.0.0/16 37
63.144.0.0/12 10
63.148.224.0/21 16
63.150.128.0/20 10
63.160.0.0/12 8
63.164.138.0/23 8
63.176.0.0/12 8
63.186.240.0/21 8
63.192.0.0/12 32
63.193.28.0/24 4
63.208.0.0/13 1
63.216.0.0/13 17
63.216.14.0/24 17
63.216.32.0/20 17
63.216.48.0/21 17
63.216.56.0/21 17
63.216.59.0/24 17
63.216.144.0/22 17
63.216.152.0/22 17
63.216.164.0/22 17
63.216.168.0/21 17
63.216.174.0/24 17
63.216.180.0/22 17
63.216.184.0/21 17
63.216.192.0/21 17
63.216.193.0/24 17
63.216.195.0/24 17
63.216.200.0/21 17
63.216.224.0/21 17
63.216.248.0/21 17
63.217.0.0/20 17
63.217.20.0/22 17
63.217.40.0/21 17
63.217.48.0/22 17
63.217.60.0/22 17
63.217.72.0/22 17
63.217.80.0/21 17
63.217.88.0/21 17
63.217.96.0/22 17
63.217.112.0/21 17
63.217.120.0/22 17
63.217.164.0/22 17
63.217.184.0/22 17
63.217.192.0/20 17
63.217.208.0/22 17
63.217.248.0/22 17
63.218.0.0/22 17
63.218.4.0/23 17
63.218.6.0/23 17
63.218.8.0/23 17
63.218.10.0/23 17
63.218.12.0/23 17
63.218.14.0/23 17
63.218.18.0/23 17
63.218.22.0/23 17
63.218.24.0/23 17
63.218.30.0/23 17
63.218.32.0/23 17
63.218.34.0/23 17
63.218.36.0/22 17
63.218.40.0/23 17
63.218.42.0/24 17
63.218.44.0/22 17
63.218.48.0/23 17
63.218.52.0/22 17
63.218.56.0/22 17
63.218.60.0/22 17
63.218.64.0/22 17
63.218.68.0/22 17
63.218.72.0/23 17
63.218.78.0/23 17
63.218.80.0/23 17
63.218.82.0/23 17
63.218.84.0/22 17
63.218.88.0/23 17
63.218.90.0/23 17
63.218.92.0/22 17
63.218.96.0/22 17
63.218.102.0/23 17
63.218.108.0/22 17
63.218.112.0/23 17
63.218.114.0/23 17
63.218.116.0/23 17
63.218.120.0/23 17
63.218.122.0/23 17
63.218.124.0/23 17
63.218.126.0/23 17
63.218.136.0/22 17
63.218.140.0/23 17
63.218.142.0/23 17
63.218.144.0/23 17
63.218.146.0/23 17
63.218.148.0/23 17
63.218.156.0/23 17
63.218.158.0/23 17
63.218.160.0/23 17
63.218.162.0/23 17
63.218.164.0/23 17
63.218.166.0/23 17
63.218.168.0/23 17
63.218.170.0/23 17
63.218.172.0/23 17
63.218.174.0/23 17
63.218.176.0/23 17
63.218.178.0/23 17
63.218.180.0/23 17
63.218.182.0/23 17
63.218.188.0/22 17
63.218.214.0/23 17
63.218.228.0/23 17
63.218.246.0/23 17
63.218.252.0/23 17
63.218.254.0/23 17
63.219.16.0/22 17
63.220.0.0/21 17
63.220.128.0/21 17
63.220.248.0/21 17
63.221.8.0/21 17
63.221.32.0/20 17
63.221.64.0/20 17
63.221.80.0/21 17
63.221.86.0/24 17
63.221.87.0/24 17
63.221.128.0/21 17
63.221.136.0/21 17
63.221.152.0/21 17
63.222.16.0/21 17
63.223.64.0/18 17
63.223.198.0/24 7
63.224.0.0/12 10
63.225.65.0/24 10
63.228.185.0/24 10
63.229.104.0/24 10
63.240.0.0/15 4
63.242.0.0/16 4
63.243.128.0/17 18
63.243.136.0/24 18
63.243.159.0/24 18
63.243.163.0/24 18
63.247.224.0/19 16
63.248.56.0/22 16
63.248.100.0/22 16
63.248.104.0/21 16
63.248.120.0/21 10
63.248.136.0/21 10
63.248.144.0/20 16
63.248.222.0/23 10
63.248.224.0/22 16
63.248.232.0/22 16
63.248.246.0/23 16
63.248.254.0/23 10
63.249.48.0/22 16
63.249.52.0/22 16
63.250.0.0/21 13
63.250.16.0/21 13
63.250.32.0/21 13
63.250.40.0/21 13
64.0.0.0/14 16
64.4.192.0/19 2
64.6.160.0/19 45
64.7.0.0/19 45
64.7.52.0/24 45
64.7.60.0/24 45
64.7.112.0/21 18
64.7.120.0/21 18
64.8.0.0/18 1
64.8.1.0/24 1
64.8.2.0/23 1
64.8.4.0/22 1
64.8.8.0/21 1
64.8.14.0/23 1
64.8.16.0/22 1
64.8.24.0/21 1
64.8.32.0/22 1
64.8.40.0/22 1
64.8.44.0/22 1
64.8.50.0/23 1
64.8.56.0/21 1
64.8.64.0/19 1
64.8.64.0/22 1
64.8.68.0/23 1
64.8.69.0/24 1
64.8.72.0/24 1
64.8.73.0/24 1
64.8.74.0/23 1
64.8.76.0/22 1
64.8.80.0/21 1
64.8.80.0/22 1
64.8.88.0/21 1
64.8.88.0/24 1
64.8.89.0/24 1
64.8.192.0/18 45
64.9.0.0/17 1
64.9.0.0/20 1
64.9.13.0/24 1
64.9.16.0/22 1
64.9.20.0/22 1
64.9.24.0/22 1
64.9.28.0/22 1
64.9.32.0/21 1
64.9.40.0/22 1
64.9.44.0/22 1
64.9.48.0/20 1
64.9.54.0/23 1
64.9.56.0/21 1
64.9.64.0/20 1
64.9.80.0/21 1
64.9.88.0/22 1
64.9.92.0/22 1
64.9.96.0/22 1
64.9.100.0/22 1
64.9.101.0/24 1
64.9.104.0/24 1
64.9.105.0/24 1
64.9.107.0/24 1
64.9.108.0/22 1
64.9.112.0/21 1
64.9.120.0/21 1
64.9.124.0/23 1
64.9.127.0/24 1
64.10.0.0/15 7
64.13.7.0/24 37
64.13.32.0/22 7
64.13.72.0/24 8
64.13.73.0/24 8
64.13.76.0/24 37
64.14.0.0/16 37
64.15.160.0/19 37
64.15.192.0/20 37
64.15.224.0/19 37
64.16.112.0/21 37
64.17.48.0/20 2
64.17.76.0/23 1
64.17.84.0/23 10
64.17.88.0/23 10
64.18.192.0/20 1
64.22.128.0/19 37
64.22.128.0/21 37
64.23.140.0/24 45
64.23.152.0/24 45
64.23.156.0/24 45
64.23.157.0/24 45
64.23.183.0/24 45
64.23.245.0/24 45
64.25.110.0/24 12
64.25.111.0/24 12
64.27.32.0/20 12
64.27.160.0/20 37
64.28.64.0/19 37
64.28.71.0/24 37
64.28.76.0/24 37
64.28.82.0/24 37
64.28.85.0/24 37
64.28.152.0/21 4
64.30.0.0/18 1
64.30.0.0/19 1
64.30.7.0/24 1
64.30.17.0/24 1
64.30.20.0/24 1
64.30.25.0/24 1
64.30.31.0/24 1
64.30.32.0/19 1
64.30.37.0/24 1
64.30.40.0/24 1
64.30.54.0/24 1
64.30.55.0/24 1
64.30.57.0/24 1
64.30.58.0/24 1
64.30.60.0/22 1
64.31.128.0/18 1
64.31.128.0/20 1
64.31.144.0/23 1
64.31.146.0/23 1
64.31.148.0/23 1
64.31.150.0/23 1
64.31.152.0/23 1
64.31.154.0/23 1
64.31.156.0/23 1
64.31.158.0/23 1
64.31.160.0/22 1
64.31.164.0/22 1
64.31.168.0/22 1
64.31.172.0/23 1
64.31.174.0/23 1
64.31.176.0/22 1
64.31.180.0/22 1
64.31.184.0/23 1
64.31.186.0/23 1
64.31.188.0/22 1
64.32.128.0/17 45
64.32.166.0/24 4
64.35.0.0/17 16
64.35.224.0/20 7
64.36.0.0/16 7
64.37.192.0/18 37
64.38.96.0/19 39
64.39.32.0/19 37
64.40.16.0/21 37
64.40.38.0/24 12
64.40.208.0/20 1
64.40.224.0/21 7
64.40.239.0/24 8
64.41.128.0/17 37
64.41.145.0/24 37
64.41.170.0/24 2
64.41.188.0/24 37
64.41.226.0/24 37
