2498	I	120	11051	N	N
2499	I	121	9999	N	N
2514	I	122	3356	N	N
2541	I	123	8220	N	N
2545	I	124	38402	N	N
2554	I	125	6327	N	N
2558	I	126	3356	N	N
2601	I	127	8972	N	N
2604	I	128	3269	N	N
2614	I	129	30167	N	N
2620	I	130	2828	N	N
2625	I	131	4766	N	N
2642	I	132	6327	N	N
2661	I	133	3549	N	N
2665	I	134	7029	N	N
2673	I	135	4837	N	N
2678	I	136	3292	N	N
2682	I	137	25132	N	N
2704	I	138	9829	N	N
2767	I	139	217	N	N
2798	I	140	4725	N	N
2799	I	141	4766	N	N
2833	I	142	6597	N	N
2902	I	143	19262	N	N
2904	I	144	3462	N	N
2913	I	145	8551	N	N
2976	I	146	4766	N	N
3016	I	147	14265	N	N
3044	I	148	6327	N	N
3044	I	149	7714	N	N
3078	I	150	2914	N	N
3121	I	151	3356	N	N
3236	I	152	8881	N	N
3272	I	153	3269	N	N
3306	I	154	19108	N	N
3332	I	155	4134	N	N
3338	I	156	4766	N	N
3338	I	157	7018	N	N
3338	I	158	41775	N	N
3340	I	159	6389	N	N
3376	I	160	23216	N	N
3377	I	161	17557	N	N
3384	I	162	22768	N	N
3419	I	163	12389	N	N
3424	I	164	3301	N	N
3426	I	165	4837	N	N
3458	I	166	9318	N	N
3463	I	167	17974	N	N
3467	I	168	1668	N	N
3473	I	169	6453	N	N
3483	I	170	6453	N	N
3498	I	171	18049	N	N
3499	I	172	7018	N	N
3513	I	173	15220	N	N
3562	I	174	2914	N	N
3634	I	175	7018	N	N
3642	I	176	32244	N	N
3670	I	177	2914	N	N
3704	I	178	4713	N	N
3722	I	179	39640	N	N
3757	I	180	7303	N	N
3767	I	181	8551	N	N
3802	I	182	1239	N	N
3848	I	183	9768	N	N
3869	I	184	3292	N	N
3884	I	185	10994	N	N
3914	I	186	20401	N	N
3923	I	187	35790	N	N
3936	I	188	13367	N	N
3963	I	189	6389	N	N
3973	I	190	13193	N	N
3978	I	191	7922	N	N
3990	I	192	17676	N	N
4007	I	193	3239	N	N
4010	I	194	3269	N	N
4035	I	195	4134	N	N
4040	I	196	22258	N	N
4053	I	197	4766	N	N
4067	I	198	12670	N	N
4069	I	199	8390	N	N
4104	I	200	3320	N	N
4153	I	201	2510	N	N
4169	I	202	22773	N	N
4185	I	203	1299	N	N
4248	I	204	15659	N	N
4249	I	205	23575	N	N
4260	I	206	6327	N	N
4281	I	207	4755	N	N
4309	I	208	11403	N	N
4310	I	209	2634	N	N
4334	I	210	4557	N	N
4335	I	211	10631	N	N
4340	I	212	22561	N	N
4344	I	213	6389	N	N
4358	I	214	3329	N	N
4363	I	215	3561	N	N
4370	I	216	3356	N	N
4371	I	217	3356	N	N
4385	I	218	9318	N	N
4403	I	219	11139	N	N
4452	I	220	33668	N	N
4456	I	221	29766	N	N
4458	I	222	11215	N	N
4472	I	223	8167	N	N
4478	I	224	2518	N	N
4515	I	225	8220	N	N
4537	I	226	9318	N	N
4560	I	227	3267	N	N
4574	I	228	209	N	N
4589	I	229	3900	N	N
4595	I	230	4134	N	N
4598	I	231	3269	N	N
4649	I	232	174	N	N
4672	I	233	22716	N	N
4693	I	234	4766	N	N
4818	I	235	6775	N	N
4819	I	236	680	N	N
4819	I	237	6327	N	N
4827	I	238	21637	N	N
4831	I	239	40918	N	N
4866	I	240	6776	N	N
4881	I	241	577	N	N
4891	I	242	2516	N	N
4895	I	243	577	N	N
4899	I	244	22773	N	N
4957	I	245	1653	N	N
4992	I	246	8744	N	N
5000	I	247	3356	N	N
5008	I	248	1239	N	N
5030	I	249	4766	N	N
5030	I	250	703	N	N
5034	I	251	4134	N	N
5040	I	252	174	N	N
5047	I	253	18885	N	N
5053	I	254	174	N	N
5059	I	255	680	N	N
5069	I	256	19262	N	N
5071	I	257	7018	N	N
5086	I	258	4766	N	N
5094	I	259	3216	N	N
5097	I	260	4134	N	N
5110	I	261	9394	N	N
5145	I	262	3292	N	N
5164	I	263	4725	N	N
5169	I	264	14265	N	N
5223	I	265	8764	N	N
5226	I	266	4766	N	N
5272	I	267	4355	N	N
5280	I	268	39045	N	N
5289	I	269	5769	N	N
5295	I	270	4766	N	N
5295	I	271	4538	N	N
5311	I	272	4713	N	N
5347	I	273	3356	N	N
5383	I	274	20231	N	N
5405	I	275	4812	N	N
5422	I	276	4323	N	N
5436	I	277	5650	N	N
5441	I	278	17974	N	N
5443	I	279	4837	N	N
5462	I	280	174	N	N
5476	I	281	6327	N	N
5479	I	282	4134	N	N
5480	I	283	7482	N	N
5489	I	284	7738	N	N
5494	I	285	7132	N	N
5551	I	286	7018	N	N
5587	I	287	8402	N	N
5606	I	288	3786	N	N
5617	I	289	4755	N	N
5619	I	290	11139	N	N
5646	I	291	7859	N	N
5661	I	292	4134	N	N
5673	I	293	1749	N	N
5712	I	294	33287	N	N
5720	I	295	2914	N	N
5723	I	296	3351	N	N
5724	I	297	4760	N	N
5740	I	298	25653	N	N
5743	I	299	15557	N	N
5750	I	300	703	N	N
5776	I	301	6327	N	N
5777	I	302	6327	N	N
5792	I	303	6429	N	N
5801	I	304	12824	N	N
5809	I	305	3320	N	N
5865	I	306	31027	N	N
5885	I	307	3352	N	N
5895	I	308	9070	N	N
5901	I	309	14093	N	N
5912	I	310	9299	N	N
5928	I	311	17660	N	N
5939	I	312	5617	N	N
5963	I	313	4716	N	N
5982	I	314	4134	N	N
5986	I	315	680	N	N
6000	I	316	13343	N	N
6030	I	317	18632	N	N
6040	I	318	9394	N	N
6049	I	319	6734	N	N
6077	I	320	14868	N	N
6128	I	321	174	N	N
6156	I	322	6697	N	N
6189	I	323	7018	N	N
6193	I	324	209	N	N
6207	I	325	14828	N	N
6225	I	326	10405	N	N
6296	I	327	9498	N	N
6352	I	328	4766	N	N
6378	I	329	3549	N	N
6407	I	330	3561	N	N
6407	I	331	7473	N	N
6417	I	332	3462	N	N
6480	I	333	4837	N	N
6484	I	334	3464	N	N
6486	I	335	8928	N	N
6569	I	336	1239	N	N
6591	I	337	2529	N	N
6606	I	338	703	N	N
6611	I	339	19262	N	N
6617	I	340	36727	N	N
6622	I	341	9498	N	N
6634	I	342	6327	N	N
6688	I	343	577	N	N
6692	I	344	17858	N	N
6700	I	345	29791	N	N
6703	I	346	9808	N	N
6719	I	347	701	N	N
6730	I	348	701	N	N
6740	I	349	7859	N	N
6748	I	350	7643	N	N
6750	I	351	15509	N	N
6771	I	352	10843	N	N
6773	I	353	702	N	N
6794	I	354	4565	N	N
6795	I	355	19331	N	N
6817	I	356	5413	N	N
6822	I	357	3356	N	N
6830	I	358	38199	N	N
6832	I	359	22773	N	N
6853	I	360	14080	N	N
6853	I	361	3356	N	N
6856	I	362	11530	N	N
6865	I	363	4760	N	N
6895	I	364	23700	N	N
6904	I	365	293	N	N
6905	I	366	28851	N	N
6958	I	367	30217	N	N
6982	I	368	28524	N	N
7024	I	369	9121	N	N
7028	I	370	21473	N	N
7055	I	371	24679	N	N
7059	I	372	15169	N	N
7082	I	373	6461	N	N
7098	I	374	7922	N	N
7151	I	375	4134	N	N
7161	I	376	3352	N	N
7163	I	377	7859	N	N
7208	I	378	5511	N	N
7228	I	379	24560	N	N
7242	I	380	4766	N	N
7258	I	381	4134	N	N
7264	I	382	3320	N	N
7264	I	383	3462	N	N
7277	I	384	18302	N	N
7281	I	385	6517	N	N
7285	I	386	174	N	N
7289	I	387	20357	N	N
7312	I	388	1239	N	N
7324	I	389	9381	N	N
7386	I	390	31529	N	N
7459	I	391	209	N	N
7461	I	392	4134	N	N
7470	I	393	5713	N	N
7474	I	394	3561	N	N
7513	I	395	8386	N	N
7513	I	396	18	N	N
7523	I	397	15227	N	N
7533	I	398	6389	N	N
7567	I	399	7725	N	N
7604	I	400	18566	N	N
7622	I	401	2516	N	N
7635	I	402	3561	N	N
7657	I	403	12741	N	N
7667	I	404	18566	N	N
7698	I	405	1239	N	N
7714	I	406	12708	N	N
7721	I	407	6389	N	N
7731	I	408	15763	N	N
7760	I	409	3786	N	N
7812	I	410	174	N	N
7813	I	411	174	N	N
7832	I	412	3356	N	N
7876	I	413	2119	N	N
7897	I	414	17964	N	N
7900	I	415	6830	N	N
7902	I	416	577	N	N
7944	I	417	2119	N	N
8000	I	418	6830	N	N
8000	I	419	9318	N	N
8060	I	420	3356	N	N
8066	I	421	6799	N	N
8067	I	422	4134	N	N
8093	I	423	174	N	N
8101	I	424	22212	N	N
8122	I	425	26223	N	N
8131	I	426	22773	N	N
8148	I	427	1239	N	N
8151	I	428	10026	N	N
8180	I	429	11342	N	N
8189	I	430	7018	N	N
8191	I	431	1299	N	N
8268	I	432	1299	N	N
8283	I	433	6157	N	N
8288	I	434	17506	N	N
8302	I	435	5089	N	N
8331	I	436	6327	N	N
8350	I	437	7018	N	N
8355	I	438	6830	N	N
8366	I	439	9318	N	N
8368	I	440	11060	N	N
8402	I	441	209	N	N
8446	I	442	22773	N	N
8452	I	443	1257	N	N
8470	I	444	23183	N	N
8476	I	445	15171	N	N
8516	I	446	7922	N	N
8521	I	447	2819	N	N
8543	I	448	4837	N	N
8548	I	449	10036	N	N
8620	I	450	27738	N	N
8629	I	451	5653	N	N
8630	I	452	7018	N	N
8636	I	453	3352	N	N
8640	I	454	9737	N	N
8658	I	455	3356	N	N
8661	I	456	3340	N	N
8721	I	457	1767	N	N
8740	I	458	32706	N	N
8772	I	459	703	N	N
8797	I	460	209	N	N
8797	I	461	25653	N	N
8809	I	462	6327	N	N
8821	I	463	701	N	N
8822	I	464	7018	N	N
8865	I	465	3786	N	N
8908	I	466	9822	N	N
8912	I	467	8220	N	N
8948	I	468	702	N	N
8963	I	469	1239	N	N
8984	I	470	42935	N	N
8992	I	471	2516	N	N
8995	I	472	2497	N	N
9007	I	473	15171	N	N
9009	I	474	4589	N	N
9038	I	475	19262	N	N
9075	I	476	2914	N	N
9088	I	477	4766	N	N
9097	I	478	31034	N	N
9119	I	479	7018	N	N
9119	I	480	7018	N	N
9147	I	481	2914	N	N
9182	I	482	7385	N	N
9216	I	483	1785	N	N
9234	I	484	2516	N	N
9236	I	485	16810	N	N
9263	I	486	2856	N	N
9327	I	487	24785	N	N
9340	I	488	7203	N	N
9357	I	489	24424	N	N
9361	I	490	6453	N	N
9388	I	491	27	N	N
9403	I	492	17849	N	N
9404	I	493	4788	N	N
9415	I	494	11426	N	N
9429	I	495	11172	N	N
9487	I	496	668	N	N
9513	I	497	701	N	N
9521	I	498	209	N	N
9540	I	499	14472	N	N
9542	I	500	17184	N	N
9549	I	501	7377	N	N
9586	I	502	7018	N	N
9606	I	503	6714	N	N
9614	I	504	3269	N	N
9614	I	505	7018	N	N
9667	I	506	1836	N	N
9674	I	507	701	N	N
9685	I	508	7738	N	N
9720	I	509	17459	N	N
9735	I	510	13285	N	N
9749	I	511	4837	N	N
9754	I	512	19262	N	N
9773	I	513	4134	N	N
9787	I	514	224	N	N
9816	I	515	3462	N	N
9818	I	516	2110	N	N
9839	I	517	3301	N	N
9880	I	518	852	N	N
9886	I	519	4134	N	N
9904	I	520	8779	N	N
9921	I	521	9354	N	N
9931	I	522	39007	N	N
10000	I	523	6621	N	N
10018	I	524	9121	N	N
10018	I	525	4766	N	N
10057	I	526	9318	N	N
10090	I	527	6327	N	N
10109	I	528	10139	N	N
10155	I	529	5650	N	N
10162	I	530	4766	N	N
10241	I	531	6389	N	N
10263	I	532	48454	N	N
10280	I	533	7473	N	N
10303	I	534	10026	N	N
10351	I	535	4788	N	N
10361	I	536	3356	N	N
10364	I	537	3595	N	N
10388	I	538	3356	N	N
10422	I	539	7018	N	N
10438	I	540	2914	N	N
10438	I	541	4812	N	N
10454	I	542	237	N	N
10474	I	543	237	N	N
10485	I	544	7018	N	N
10526	I	545	6128	N	N
10547	I	546	4134	N	N
10549	I	547	16206	N	N
10565	I	548	46618	N	N
10574	I	549	5432	N	N
10577	I	550	22927	N	N
10584	I	551	12389	N	N
10587	I	552	7522	N	N
10621	I	553	7782	N	N
10623	I	554	10532	N	N
10632	I	555	3561	N	N
10633	I	556	4766	N	N
10660	I	557	1257	N	N
10662	I	558	3356	N	N
10711	I	559	27	N	N
10711	I	560	1161	N	N
10716	I	561	19182	N	N
10717	I	562	4812	N	N
10734	I	563	7859	N	N
10746	I	564	6327	N	N
10759	I	565	6730	N	N
10761	I	566	27757	N	N
10772	I	567	6389	N	N
10785	I	568	7132	N	N
10850	I	569	577	N	N
10883	I	570	3356	N	N
10897	I	571	4837	N	N
10904	I	572	9143	N	N
10930	I	573	2914	N	N
10954	I	574	4637	N	N
10962	I	575	17506	N	N
10981	I	576	19916	N	N
11070	I	577	16206	N	N
11158	I	578	2516	N	N
11168	I	579	3491	N	N
11222	I	580	577	N	N
11250	I	581	7642	N	N
11318	I	582	31935	N	N
11319	I	583	174	N	N
11353	I	584	19200	N	N
11385	I	585	174	N	N
11385	I	586	5413	N	N
11387	I	587	17819	N	N
11404	I	588	3352	N	N
11418	I	589	6181	N	N
11423	I	590	33491	N	N
11433	I	591	3257	N	N
11476	I	592	6327	N	N
11492	I	593	9198	N	N
11558	I	594	6128	N	N
11567	I	595	701	N	N
11581	I	596	17785	N	N
11600	I	597	6830	N	N
11608	I	598	3216	N	N
11612	I	599	2152	N	N
11615	I	600	559	N	N
11627	I	601	24582	N	N
11631	I	602	11492	N	N
11654	I	603	4134	N	N
11759	I	604	25250	N	N
11808	I	605	4323	N	N
11843	I	606	27257	N	N
11882	I	607	1239	N	N
11907	I	608	38941	N	N
11915	I	609	3215	N	N
11922	I	610	2200	N	N
11995	I	611	19916	N	N
12010	I	612	513	N	N
12048	I	613	4637	N	N
12051	I	614	7922	N	N
12063	I	615	209	N	N
12075	I	616	766	N	N
12114	I	617	48837	N	N
12157	I	618	9304	N	N
12169	I	619	29625	N	N
12173	I	620	6327	N	N
12204	I	621	12573	N	N
12208	I	622	701	N	N
12209	I	623	3215	N	N
12209	I	624	2914	N	N
12225	I	625	4808	N	N
12283	I	626	26989	N	N
12296	I	627	27257	N	N
12301	I	628	1299	N	N
12313	I	629	3257	N	N
12313	I	630	6453	N	N
12365	I	631	3215	N	N
12367	I	632	786	N	N
12389	I	633	9318	N	N
12422	I	634	174	N	N
12426	I	635	2764	N	N
12429	I	636	17557	N	N
12434	I	637	577	N	N
12435	I	638	12389	N	N
12464	I	639	21840	N	N
12468	I	640	9318	N	N
12482	I	641	4766	N	N
12482	I	642	3549	N	N
12516	I	643	3356	N	N
12530	I	644	6327	N	N
12564	I	645	2119	N	N
12579	I	646	6389	N	N
12596	I	647	9808	N	N
12602	I	648	702	N	N
12609	I	649	30217	N	N
12689	I	650	25653	N	N
12727	I	651	12338	N	N
12735	I	652	3561	N	N
12736	I	653	18747	N	N
12747	I	654	6461	N	N
12754	I	655	174	N	N
12761	I	656	3269	N	N
12772	I	657	19029	N	N
12806	I	658	701	N	N
12808	I	659	9318	N	N
12810	I	660	701	N	N
12859	I	661	12880	N	N
12870	I	662	23380	N	N
12895	I	663	12007	N	N
12897	I	664	4802	N	N
12904	I	665	14265	N	N
12910	I	666	7132	N	N
12910	I	667	4134	N	N
12931	I	668	23369	N	N
12941	I	669	6453	N	N
12949	I	670	33491	N	N
12993	I	671	6389	N	N
12996	I	672	7693	N	N
13026	I	673	24651	N	N
13038	I	674	9829	N	N
13051	I	675	9929	N	N
13057	I	676	5089	N	N
13071	I	677	2914	N	N
13085	I	678	7018	N	N
13088	I	679	20676	N	N
13109	I	680	7459	N	N
13110	I	681	10994	N	N
13116	I	682	18847	N	N
13126	I	683	2516	N	N
13132	I	684	1110	N	N
13168	I	685	22299	N	N
13193	I	686	3303	N	N
13200	I	687	8426	N	N
13206	I	688	4134	N	N
13212	I	689	6714	N	N
13255	I	690	11172	N	N
13259	I	691	7629	N	N
13270	I	692	174	N	N
13316	I	693	6389	N	N
13359	I	694	8697	N	N
13366	I	695	6327	N	N
13382	I	696	9697	N	N
13406	I	697	13432	N	N
13445	I	698	14589	N	N
13450	I	699	9318	N	N
13486	I	700	9583	N	N
13491	I	701	40728	N	N
13492	I	702	701	N	N
13560	I	703	2518	N	N
13609	I	704	17917	N	N
13633	I	705	7132	N	N
13646	I	706	15557	N	N
13656	I	707	41497	N	N
13670	I	708	24139	N	N
13676	I	709	21804	N	N
13692	I	710	8866	N	N
13701	I	711	11139	N	N
13715	I	712	2914	N	N
13718	I	713	4323	N	N
13725	I	714	5432	N	N
13733	I	715	13720	N	N
13744	I	716	5515	N	N
13745	I	717	20214	N	N
13777	I	718	286	N	N
13783	I	719	13367	N	N
13800	I	720	8167	N	N
13869	I	721	2914	N	N
13872	I	722	2764	N	N
13910	I	723	7018	N	N
13920	I	724	4134	N	N
13998	I	725	7049	N	N
14000	I	726	33287	N	N
14029	I	727	1853	N	N
14035	I	728	24532	N	N
14050	I	729	9318	N	N
14116	I	730	20115	N	N
14119	I	731	7725	N	N
14125	I	732	9995	N	N
14131	I	733	26339	N	N
14147	I	734	8560	N	N
14152	I	735	701	N	N
14162	I	736	10823	N	N
14178	I	737	7018	N	N
14202	I	738	21502	N	N
14231	I	739	8560	N	N
14238	I	740	2857	N	N
14245	I	741	6327	N	N
14269	I	742	13640	N	N
14280	I	743	4323	N	N
14281	I	744	3292	N	N
14314	I	745	6327	N	N
14340	I	746	3356	N	N
14445	I	747	18182	N	N
14483	I	748	10311	N	N
14500	I	749	7922	N	N
14508	I	750	12042	N	N
14543	I	751	6327	N	N
14573	I	752	32743	N	N
14601	I	753	9237	N	N
14693	I	754	7018	N	N
14712	I	755	31255	N	N
14754	I	756	4837	N	N
14775	I	757	7738	N	N
14803	I	758	6830	N	N
14807	I	759	12741	N	N
14811	I	760	701	N	N
14828	I	761	32864	N	N
14834	I	762	19158	N	N
14836	I	763	9318	N	N
14842	I	764	19029	N	N
14895	I	765	16810	N	N
14912	I	766	13343	N	N
14946	I	767	9929	N	N
14961	I	768	3304	N	N
14969	I	769	20115	N	N
14973	I	770	3301	N	N
14979	I	771	31725	N	N
15038	I	772	35361	N	N
15060	I	773	10439	N	N
15100	I	774	2914	N	N
15122	I	775	1659	N	N
15149	I	776	701	N	N
15151	I	777	209	N	N
15231	I	778	6181	N	N
15250	I	779	26496	N	N
15252	I	780	3786	N	N
15253	I	781	22995	N	N
15278	I	782	6461	N	N
15285	I	783	1221	N	N
15292	I	784	11522	N	N
15299	I	785	3758	N	N
15324	I	786	4134	N	N
15332	I	787	174	N	N
15334	I	788	3356	N	N
15364	I	789	3701	N	N
15377	I	790	35371	N	N
15393	I	791	3320	N	N
15411	I	792	6747	N	N
15428	I	793	28573	N	N
15433	I	794	17032	N	N
15443	I	795	15463	N	N
15453	I	796	6327	N	N
15500	I	797	2914	N	N
15558	I	798	9143	N	N
15572	I	799	6327	N	N
15601	I	800	4766	N	N
15645	I	801	2914	N	N
15650	I	802	7922	N	N
15685	I	803	1653	N	N
15717	I	804	12262	N	N
15721	I	805	4540	N	N
15766	I	806	29737	N	N
15802	I	807	6057	N	N
15816	I	808	15412	N	N
15823	I	809	10292	N	N
15837	I	810	14697	N	N
15840	I	811	6400	N	N
15866	I	812	852	N	N
15915	I	813	30971	N	N
15928	I	814	13333	N	N
15936	I	815	22773	N	N
15941	I	816	3269	N	N
15943	I	817	14126	N	N
15943	I	818	26788	N	N
15949	I	819	19262	N	N
15959	I	820	7018	N	N
16000	I	821	1659	N	N
16024	I	822	8431	N	N
16056	I	823	209	N	N
16079	I	824	9929	N	N
16086	I	825	20401	N	N
16099	I	826	2516	N	N
16123	I	827	19262	N	N
16166	I	828	577	N	N
16177	I	829	577	N	N
16222	I	830	4134	N	N
16223	I	831	6461	N	N
16227	I	832	4589	N	N
16242	I	833	4230	N	N
16270	I	834	4766	N	N
16273	I	835	6461	N	N
16280	I	836	3356	N	N
16327	I	837	3257	N	N
16351	I	838	9498	N	N
16353	I	839	13432	N	N
16368	I	840	4837	N	N
16396	I	841	6389	N	N
16443	I	842	19916	N	N
16501	I	843	1761	N	N
16585	I	844	15685	N	N
16594	I	845	21844	N	N
16595	I	846	4766	N	N
16596	I	847	18126	N	N
16638	I	848	1267	N	N
16679	I	849	4657	N	N
16761	I	850	16245	N	N
16775	I	851	33666	N	N
16780	I	852	4837	N	N
16782	I	853	3356	N	N
16822	I	854	48362	N	N
16833	I	855	209	N	N
16847	I	856	7018	N	N
16900	I	857	3320	N	N
16986	I	858	1668	N	N
16988	I	859	3549	N	N
17026	I	860	24306	N	N
17089	I	861	1668	N	N
17093	I	862	6461	N	N
17099	I	863	6389	N	N
17126	I	864	3356	N	N
17129	I	865	4766	N	N
17133	I	866	4837	N	N
17175	I	867	25008	N	N
17190	I	868	2119	N	N
17198	I	869	33287	N	N
17223	I	870	224	N	N
17266	I	871	24989	N	N
17343	I	872	577	N	N
17359	I	873	9063	N	N
17366	I	874	23857	N	N
17376	I	875	4134	N	N
17400	I	876	22489	N	N
17404	I	877	9370	N	N
17413	I	878	6746	N	N
17425	I	879	4323	N	N
17443	I	880	21527	N	N
17445	I	881	12231	N	N
17462	I	882	209	N	N
17490	I	883	33771	N	N
17493	I	884	8551	N	N
17533	I	885	7018	N	N
17540	I	886	4663	N	N
17557	I	887	23816	N	N
17560	I	888	22773	N	N
17567	I	889	3269	N	N
17573	I	890	4134	N	N
17584	I	891	3243	N	N
17632	I	892	7018	N	N
17640	I	893	4837	N	N
17651	I	894	6327	N	N
17699	I	895	6746	N	N
17701	I	896	1299	N	N
17719	I	897	5089	N	N
17719	I	898	11426	N	N
17752	I	899	9371	N	N
17777	I	900	3292	N	N
17782	I	901	6762	N	N
17840	I	902	1299	N	N
17877	I	903	4854	N	N
17880	I	904	7018	N	N
17895	I	905	3790	N	N
17925	I	906	10765	N	N
17933	I	907	20959	N	N
17947	I	908	4134	N	N
17955	I	909	4134	N	N
17956	I	910	209	N	N
18020	I	911	9318	N	N
18024	I	912	7018	N	N
18031	I	913	2828	N	N
18032	I	914	5713	N	N
18045	I	915	29422	N	N
18062	I	916	25441	N	N
18067	I	917	1239	N	N
18098	I	918	12348	N	N
18141	I	919	209	N	N
18151	I	920	7018	N	N
18162	I	921	3269	N	N
18217	I	922	4804	N	N
18222	I	923	34258	N	N
18224	I	924	3356	N	N
18225	I	925	3356	N	N
18245	I	926	7018	N	N
18248	I	927	5056	N	N
18277	I	928	2607	N	N
18278	I	929	9318	N	N
18284	I	930	27589	N	N
18333	I	931	680	N	N
18338	I	932	25515	N	N
18341	I	933	2497	N	N
18362	I	934	18403	N	N
18375	I	935	4766	N	N
18399	I	936	35706	N	N
18411	I	937	2200	N	N
18411	I	938	2897	N	N
18429	I	939	11426	N	N
18438	I	940	1239	N	N
18455	I	941	17408	N	N
18494	I	942	8672	N	N
18596	I	943	4538	N	N
18646	I	944	5089	N	N
18659	I	945	6130	N	N
18705	I	946	7132	N	N
18724	I	947	4766	N	N
18758	I	948	6830	N	N
18768	I	949	30217	N	N
18769	I	950	23947	N	N
18833	I	951	15412	N	N
18853	I	952	7018	N	N
18858	I	953	7018	N	N
18875	I	954	32531	N	N
18876	I	955	1659	N	N
18886	I	956	3549	N	N
18934	I	957	12041	N	N
18940	I	958	12956	N	N
18960	I	959	11867	N	N
18983	I	960	4323	N	N
19011	I	961	9318	N	N
19013	I	962	4134	N	N
19050	I	963	7018	N	N
19094	I	964	7859	N	N
19094	I	965	5089	N	N
19107	I	966	20959	N	N
19150	I	967	12392	N	N
19172	I	968	21378	N	N
19205	I	969	27026	N	N
19231	I	970	16861	N	N
19240	I	971	4134	N	N
19262	I	972	9812	N	N
19279	I	973	577	N	N
19281	I	974	237	N	N
19298	I	975	4766	N	N
19299	I	976	31680	N	N
19358	I	977	17816	N	N
19362	I	978	5769	N	N
19365	I	979	3215	N	N
19387	I	980	4134	N	N
19401	I	981	3561	N	N
19455	I	982	5617	N	N
19461	I	983	12573	N	N
19484	I	984	209	N	N
19508	I	985	3320	N	N
19544	I	986	6539	N	N
19552	I	987	14361	N	N
19554	I	988	577	N	N
19554	I	989	4837	N	N
19569	I	990	6389	N	N
19572	I	991	4713	N	N
19583	I	992	701	N	N
19630	I	993	4766	N	N
19684	I	994	3562	N	N
19686	I	995	9318	N	N
19756	I	996	3356	N	N
19783	I	997	7018	N	N
19811	I	998	12543	N	N
19888	I	999	55	N	N
19897	I	1000	209	N	N
19920	I	1001	3786	N	N
19991	I	1002	701	N	N
20005	U	691	3549	N	N
20024	U	785	4648	N	N
20083	U	678	9070	N	N
20085	U	850	9066	N	N
20103	U	785	209	N	N
20132	U	730	10843	N	N
20142	U	812	14090	N	N
